Size	TimeToVerify
8	0.0017893981266688633
11	0.00152018853834459
30	0.013520336486923863
48	0.005346268207043201
68	0.0016844097550932345
77	0.001252389454341435
100	0.0020411898206163953
111	0.001822883432561701
128	0.0010967312992869558
151	0.002299314612275237
156	0.0006277861295046506
207	0.002558439761608631
213	0.0005910629992718463
245	0.000792186577003319
250	0.0007557385451310164
283	0.0024186164349109143
305	0.0017894498118153819
326	0.0007046486114288544
362	0.0007275212339032224
365	0.0006331822255274633
379	0.0006594916323681812
414	0.001275922868635271
416	0.0013063220711021157
417	0.0015911138974703276
419	0.0014207213075010927
421	0.0007296425479275363
423	0.0007822713651857176
428	0.0009694007726816031
429	0.0009843752934382511
430	0.0007691329175775701
431	0.000760188469519982
432	0.0009083506110664848
501	0.0008718734020953412
509	0.0009731829583228051
510	0.0005764627790117597
516	0.0006956412242009089
517	0.0006802415514325762
530	0.0008184693076393821
532	0.003118956592720999
539	0.0007526007565585049
540	0.00061577016657049
541	0.0006223958689016062
542	0.0007628827661901087
545	0.0006298285264235276
547	0.0007165695403839325
548	0.0006250084696949778
552	0.0007236370673546424
554	0.0005535429174249822
588	0.0005481426532451923
592	0.0006640365907362291
593	0.000638979576128624
595	0.0007655787301230264
596	0.0005866080730945081
597	0.0007619107519830023
598	0.00293053947128616
599	0.0005639416354519504
601	0.000595863048846905
602	0.0008101446645243184
603	0.0006932161904715158
609	0.0006325778427657548
612	0.001001993259349903
614	0.0005351530088411344
616	0.0006218106596619933
620	0.0008164644241333008
624	0.000581407046818233
625	0.0006927910384598311
626	0.0007300743689903846
627	0.0007461584531343901
635	0.0005480626246312281
646	0.0005326687872826637
647	0.001206506382335316
648	0.0010459706499860004
649	0.0016316650630710842
654	0.0007237454394360522
660	0.0007635496713064767
669	0.0009450312260981206
683	0.0006236396469436325
698	0.0006353613379951957
699	0.0007938780151047073
765	0.0006349987083381706
782	0.0006307038393887607
788	0.0006812785888885284
791	0.0006283513315907725
817	0.0006284747090373006
833	0.000553214466655171
852	0.0008628735175499549
968	0.0007483242274997951
1015	0.0020501797015850362
1099	0.0012430611190262374
1106	0.000710669930998262
1157	0.0023128952778561016
1181	0.0007505700304791644
1299	0.0006755632120412547
1544	0.0010944029667994358
1621	0.0009929400223952073
1631	0.00081413442438299
1795	0.0005756308148790907
1804	0.0007724445182960351
1824	0.0012627815033172394
1863	0.0005392394699416794
1896	0.0013973979683189126
1940	0.0009141368465823727
2215	0.0026818038700343843
2476	0.001131839685506754
2553	0.0010305651417978994
2555	0.0005680931198013412
2556	0.001491861743526859
2662	0.0006570565950620424
2726	0.0006118754406909009
2824	0.0005979304547076459
2968	0.0007523640052421943
3001	0.0019432581388033354
3116	0.0006994117390025746
3177	0.0008462025569035456
3312	0.0008198047851349091
3578	0.006053424381709599
3625	0.0011103908780594946
3661	0.0009725443966738828
3788	0.002105825430863387
3897	0.0018203950428462528
3914	0.0007685998103001734
4201	0.0019005990364182163
4267	0.001165631767753121
4369	0.0015114854265759876
4387	0.0015964708128175535
4423	0.0010717048511638507
4482	0.0016871065526575476
4701	0.0034557572611562024
4716	0.0011455112403922982
4734	0.0010803104280591844
4740	0.0012245444984702797
4751	0.0010823828357082981
4752	0.0011767986771110055
4755	0.0011522444811734285
4756	0.00123358773184823
4781	0.0012872936008693455
4796	0.0010512950537088033
4800	0.001266490329395641
4846	0.001053991017641721
4856	0.0012165541415447955
4867	0.0014936465483445388
4874	0.001302040540255033
4878	0.0010389756489466954
4907	0.0013163915047278772
4926	0.0010105488183615092
4927	0.0014345829303448016
4929	0.001024547990385469
4932	0.0013968210953932542
4933	0.001264738036202384
4934	0.0011389743198047984
4935	0.00117590544107077
4936	0.001164535542468091
4937	0.0013088104608175639
4938	0.001199242951986673
4942	0.001132026418939337
4944	0.001535376468738476
4951	0.0011023674811516608
4954	0.0011484481237985038
4965	0.0013159705208731698
4967	0.0010724817956244196
4968	0.0013032476385156592
4970	0.002598473242112807
4972	0.0011201138262982135
4976	0.0011566585594123893
4977	0.0011962568843281352
4979	0.0012623155033671773
4980	0.0010484748786979622
4996	0.0010424298299870022
5016	0.0008433673765275862
5041	0.005492268742381276
5043	0.0015414533480791978
5051	0.0011008636101142509
5379	0.0011174762165629781
5479	0.0010868727744042456
5480	0.0010914610816048576
5494	0.0012913800619698905
5501	0.0012726950478720498
5514	0.00130574103001948
5517	0.0011092532764781606
5530	0.0014115571975708008
5534	0.001374979952832202
5539	0.0012696931412169983
5544	0.0013102759848107825
5553	0.00121114387378826
5560	0.0011690146439558976
5571	0.0018158859306282096
5572	0.0010174546208414998
5580	0.001132394050384735
5589	0.0011249347166581588
5599	0.0012102318810416268
5966	0.0011446876125735836
6443	0.001461967721685663
7130	0.002344147308723076
7680	0.0016964965766960091
7733	0.00325363832753855
7832	0.001981185032771184
8024	0.0012375974988603925
8197	0.0009878223592584784
8326	0.0011281183549574204
8491	0.0012185657528084768
8556	0.0011779503388838334
8969	0.0013929958074865207
8985	0.001422808203898685
9379	0.00237149125212556
9680	0.0027292941833709505
9773	0.0011216543771170235
10147	0.001776856975955563
10189	0.001205632736632874
10326	0.0030973007628967712
10351	0.0012323089412875942
10384	0.0009982460862273104
10542	0.0013207314719616528
10665	0.0011530963467880034
10944	0.0045619494431502336
10974	0.0011154588285859648
11307	0.0011156739054859934
11380	0.0009724243537529365
11468	0.0013660293229868713
11964	0.0021111631726885177
12038	0.0020481814871301184
12273	0.001094203728895921
12369	0.00130418213930997
12439	0.0014951337467540395
12451	0.001500469821316379
12456	0.00139023540736912
12579	0.001742796464399858
12667	0.0021740189799062024
12747	0.003057029697444889
12826	0.0011999598749867686
12827	0.0012067989869551225
12831	0.0014831644671780247
12832	0.0014104459669206527
12835	0.001517124109334879
12856	0.0020866193971433838
12879	0.001476789687896942
12883	0.001176238893628954
12899	0.0013775783818918508
12934	0.0012839140591921507
12951	0.0012350082397460938
12953	0.0015242224806672209
12954	0.0014707925436380025
12958	0.001412251612523219
12970	0.0013808745604294997
12971	0.0013677857138893821
12983	0.0012603464660111007
12992	0.0013789105248617959
13002	0.0013671846656532554
13026	0.001399212783866829
13064	0.0012532947780369045
13147	0.0011805070863737093
13153	0.001447178267098807
13159	0.0014162463741702633
13174	0.001677577590053176
13187	0.0012608441439541903
13204	0.0012579997936328809
13213	0.0014236640263270664
13225	0.002316239853979836
13256	0.0012549662089848018
13336	0.0013153953152103023
13345	0.0013533147064955918
13362	0.0013629189738026866
13368	0.001589259067615429
13370	0.0013404759493741121
13374	0.0013481220165332715
13377	0.001415814553107415
13396	0.0015210171679516772
13453	0.0066114855812979744
13519	0.001609189527018087
13540	0.0012308050702501843
13556	0.0014312500720257526
13557	0.0016277711708228904
13567	0.0013302622975169362
13901	0.0023487331150295015
13932	0.0017029747262701288
13939	0.0015769413301161119
14098	0.001301770443682904
14117	0.0013250887810767114
14256	0.001630816426310506
14259	0.0013144816552008783
14260	0.001379178954171134
14269	0.0013814347607272487
14270	0.0014623762010694383
14280	0.001442475752397017
14284	0.0014694587334052665
14327	0.001982493834062056
14331	0.0012490524278654085
14414	0.004888650420662406
14428	0.001391570884864647
14443	0.001391813471600726
14555	0.0018226775256070223
14822	0.0019531450071534912
14849	0.004373372017920434
14920	0.00209793844423094
15009	0.0014002756638960404
15402	0.0057359308629602816
15872	0.00427742604609136
16064	0.0014890740801404407
16173	0.0015536771787630094
16836	0.0026281937746934487
16946	0.0027450864965265446
17036	0.002075928908128005
17408	0.003060319206931374
17685	0.004378655573704859
18137	0.0016325820576060903
18168	0.0016198608425113704
18203	0.0017025987585107764
18227	0.001574344568319254
18425	0.0018455031868461129
18571	0.001750672613824164
18687	0.001582327422562179
18829	0.001836026218575491
18954	0.0017200016475223995
19885	0.0014554737331150295
19912	0.0015641775998202238
20109	0.002130460072230626
20574	0.002552812193935012
20780	0.0018850089786769627
20966	0.0018584944985129616
21917	0.0016718861106392387
21988	0.0015595109312684385
22113	0.001970157756672039
22297	0.0018048420758314536
22487	0.0015218924809169102
23210	0.0015787678165035649
23225	0.0020743933590975676
23501	0.0017636422510747308
23833	0.0024723573164506392
23897	0.0021198379409896745
23946	0.0014967068091972725
24087	0.0017662581863936845
24226	0.0018854924848863296
24240	0.0017818504280143685
24576	0.002205935391512784
24715	0.0019234293824309237
24939	0.002071735742208841
25438	0.0019020634097652836
25482	0.002006455734893159
25661	0.002213196320967241
25829	0.0023175786425183704
26233	0.002031833141833752
26306	0.0021812865784118225
26624	0.0026735959353146855
26734	0.002070108493724903
27136	0.002835733907206075
27146	0.00238121059578909
27243	0.0024674572311081254
27454	0.002199157968267694
27551	0.0041187776552213656
27648	0.002269623162863138
27774	0.0023082186292101453
28083	0.0022300290061043693
28441	0.0022421766827990124
29184	0.0028617632138979183
30387	0.002861608158458363
30720	0.002620955447216968
30796	0.011249940160294654
31232	0.003106631599106155
31744	0.002615618539023233
33069	0.002551217179198365
33257	0.002595963612408705
33280	0.0031806338917125354
34724	0.002389269815364354
34789	0.004024684012353004
35317	0.0021501821237844185
36619	0.0029145277721781128
36721	0.003309421605997152
37527	0.0029882701126845565
37888	0.003930942161933525
38144	0.0029254648047433774
38325	0.002421267382748477
38624	0.0022391416657138877
39936	0.003158089164253715
41880	0.0028442536200676766
42089	0.0028084791623629057
42094	0.003277048364385858
42447	0.0025674196390005257
42539	0.002747777482153664
42616	0.0029286337899161385
42686	0.0026918708027659595
42833	0.0027310214676223433
43008	0.004862430212381003
43166	0.00305009054970908
43825	0.002681258698584328
44450	0.0029826029925279214
45552	0.0029395516489593076
46409	0.0030891011644910266
47997	0.00588600904169217
49272	0.00388162740519349
52342	0.0046171575159459684
52409	0.0042607100693495955
52939	0.0031903998952516367
53104	0.0038645034069781535
53149	0.003489785261087484
53180	0.003189673790564904
54743	0.0031778362247493717
56566	0.003102923782778458
57908	0.004892672692145501
58828	0.0032003342688500464
59016	0.004553328027258386
59690	0.006710647703050733
61980	0.00455710081986978
62782	0.004142937525896959
63999	0.003870185438569609
64803	0.0044713187050986125
65124	0.006724562678303752
66552	0.004879352929708841
68342	0.004890018409782356
69728	0.005462808208865719
72752	0.0036906379086154325
76900	0.004563641714883018
77362	0.004766520920333328
81148	0.0062426987227860034
81483	0.005922229139954893
83503	0.004423029772885196
85167	0.00489428326800153
86399	0.004941100805578098
88172	0.0044215111665322744
90685	0.005407121819509587
91001	0.004644743153746699
92715	0.004383431354039152
97285	0.005098846596731267
97898	0.008002993110176567
104676	0.005103368154713806
108484	0.006680158468393179
109410	0.005640427831193091
117879	0.005955987876945442
121635	0.005693855419964857
124773	0.0061220805961768945
134703	0.006466617046947211
136294	0.00772074410613154
136784	0.011272843067462627
141111	0.007579880160885257
142209	0.01162310080094771
144761	0.008181240175153825
148748	0.006674674195303044
149414	0.007398314878974162
153796	0.007411716701267483
155718	0.010422291455568966
158971	0.007373446351164705
163004	0.008813676499483877
163174	0.007444934106208909
172589	0.007703080877557501
177664	0.008864822921219406
177721	0.008594924753362482
179062	0.009719860303652036
184245	0.008282019541813778
190711	0.010901302724451452
191214	0.008395643301413094
191305	0.009828300742836265
193587	0.009384842185707358
194236	0.010977687970013686
235203	0.01390417972644726
235264	0.011665926112995282
236370	0.012296449888002622
241895	0.012298716625697176
244670	0.011303643105735242
256766	0.0124194788766074
304026	0.014656328654789424
367476	0.015416635499967562
369079	0.021192187195891266
378628	0.018190130487188594
386726	0.019075702120374134
389487	0.018325523896650833
404661	0.018612769933847282
417790	0.019255409707556237
432407	0.01744040075715605
449254	0.021630693489397074
451912	0.02095834858767636
464695	0.022125647618220404
517280	0.02176401648722904
555390	0.021929327870758488
832647	0.03743064153444517
869729	0.03450378004487578
893507	0.03745784459414182
894604	0.03354210286707311
894692	0.03637140280716903
903805	0.03709538499792139
1210098	0.04982430117947238
1251680	0.051740621353362826
1413240	0.051375262387148984
1590513	0.05400198989814812
1629865	0.058593104769299915
1630697	0.05769812977397359
1638125	0.05496533934053008
1650136	0.05641755524215165
1651457	0.05723408719042798
1657626	0.05422288221079153
1692249	0.055771994424033
1698248	0.061283226613398196
1710022	0.0589597958784837
1715421	0.05677163350832212
1738708	0.05675140961066826
1747746	0.05893767630303656
1749307	0.05717840228047404
1753046	0.06073929546596287
1780405	0.06054933754714219
1787592	0.059159790719305716
1805607	0.06433281364974443
1814824	0.06175766124591961
1824715	0.05938513295633809
1833306	0.060267623487886016
1876805	0.06436873816110038
1885082	0.06162853007550006
1891615	0.06282623331029932
1914102	0.06158123483191003
1955454	0.06547091890881945
1996240	0.06550815722325465
2061754	0.07390145822004839
2124081	0.06951233890506771
2131616	0.0728036857151485
2171895	0.0769123014036592
2224767	0.08409195346432133
2252992	0.07989464272985926
2294341	0.07805718075145375
2297383	0.07940564955864753
2315822	0.07587126084974596
2319343	0.07463449198049266
2335449	0.07757449483538008
2346529	0.07627088373357599
2383241	0.07688583694137893
2388068	0.07887160694682514
2458492	0.08077668310045362
2506306	0.08618723595892633
2532637	0.08444405268955897
2628080	0.08794963024031947
2642176	0.08680213081253159
2681617	0.09042056290419785
2686395	0.09848468120281513
2780803	0.0899743950450337
2813978	0.09135140739120803
2835901	0.10355995251582219
3126466	0.10861480152690327
3240329	0.10494475931554408
3281742	0.11648470705205743
3361460	0.10891405352345714
3465906	0.1212955654917897
3497935	0.12374212691833923
3561356	0.11512841044606029
3618217	0.12287042691157414
3621675	0.11751719121332768
3627567	0.12207326022061435
3696225	0.12156414318751622
3726286	0.12183166050410771
3739423	0.13399975950067694
3783592	0.12206095748848014
3824036	0.13752683059318915
3893943	0.14240959140804263
3900355	0.12753100328512126
3940903	0.12767033310203285
4060872	0.13206097296067884
4084085	0.13729472093648845
4164216	0.13737162343271964
4174004	0.13561083053375458
4254548	0.1377879122754077
4292433	0.13779042984222198
4295589	0.1396940454736456
4305635	0.13865128597179494
4335209	0.14061252720706113
4355921	0.14049235924140557
4384232	0.14189907887598852
4428158	0.1441457221558044
4451269	0.1437995967331466
4501423	0.14667365934465315
4532275	0.15145878358320755
4539692	0.14830308193927044
4548859	0.14729709058374793
4561305	0.1495108104252315
4600144	0.1518310150066456
4614541	0.15446985184729517
4628626	0.15033848802526514
4653520	0.15008562761586863
4674330	0.15175224517608857
4675221	0.14983125499912076
4697100	0.15027994709415035
4697719	0.15215129452151852
4714483	0.15184546350599168
4727916	0.15404847618583198
4732453	0.1569145409377305
4750396	0.15339277674268176
4790468	0.15647815824388625
4799132	0.1542636247781607
4803326	0.15868136932799867
4826024	0.15633492536478108
4834098	0.16012996726936393
4834263	0.16072004491632635
4836827	0.1564208610908135
4839159	0.15663930085989144
4839917	0.15601111625457978
4866424	0.15583114690713948
4874427	0.1569913083856756
4877411	0.1580560124003804
4927017	0.15803218888236092
4928380	0.1588419750853852
4929657	0.15911822719173832
4939189	0.15855053754953238
4941117	0.16005415182847244
4943740	0.15874242949319053
4971849	0.15964881356779512
4983797	0.16038739931333315
5003922	0.17013169001866055
5004635	0.16060840833437193
5031616	0.16137114271417363
5060504	0.1629329628044075
5067940	0.1649087058914291
5088377	0.16963043246235882
5095359	0.16696320880543103
5145509	0.165801411742097
5165056	0.16749072575068974
5200339	0.17516859094579737
5209106	0.17253537944980435
5209162	0.16727175412478146
5218683	0.16750250162778202
5232954	0.17296108665999832
5289186	0.16963954738803677
5455910	0.1759635301736685
7235496	0.23939823096906634
8137488	0.27074855817875393
10145857	0.3364821714121145
10314226	0.3438629230982821
68111944	2.2181487469606
10776215552	345.53515486514317
